STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE,ID_COUNTY
19,79,Hamilton,Iowa,15673,42.407552,-93.766985,19_79
19,81,Hancock,Iowa,11341,43.092013,-93.705072,19_81
19,83,Hardin,Iowa,17534,42.436775,-93.215799,19_83
19,85,Harrison,Iowa,14928,41.662391,-95.807433,19_85
19,87,Henry,Iowa,20145,40.981343,-91.537058,19_87
19,89,Howard,Iowa,9566,43.361616,-92.231027,19_89
19,91,Humboldt,Iowa,9815,42.746790,-94.215551,19_91
19,93,Ida,Iowa,7089,42.391343,-95.504381,19_93
19,95,Iowa,Iowa,16355,41.702615,-92.039923,19_95
19,97,Jackson,Iowa,19848,42.139283,-90.566782,19_97
19,99,Jasper,Iowa,36842,41.678374,-93.070038,19_99
19,101,Jefferson,Iowa,16843,41.013171,-91.964603,19_101
19,103,Johnson,Iowa,130882,41.679755,-91.558310,19_103
19,105,Jones,Iowa,20638,42.136467,-91.198513,19_105
19,107,Keokuk,Iowa,10511,41.325439,-92.174990,19_107
19,109,Kossuth,Iowa,15543,43.147016,-94.220570,19_109
19,111,Lee,Iowa,35862,40.558570,-91.396226,19_111
19,113,Linn,Iowa,211226,42.009607,-91.647251,19_113
19,115,Louisa,Iowa,11387,41.225790,-91.259929,19_115
19,117,Lucas,Iowa,8898,41.021148,-93.313045,19_117
19,119,Lyon,Iowa,11581,43.385265,-96.218544,19_119
19,121,Madison,Iowa,15679,41.347064,-93.989405,19_121
19,123,Mahaska,Iowa,22381,41.312080,-92.641016,19_123
19,125,Marion,Iowa,33309,41.354830,-93.042690,19_125
19,127,Marshall,Iowa,40648,42.031353,-92.938421,19_127
19,129,Mills,Iowa,15059,41.049670,-95.695267,19_129
19,131,Mitchell,Iowa,10776,43.336257,-92.803247,19_131
19,133,Monona,Iowa,9243,42.063026,-95.985135,19_133
19,135,Monroe,Iowa,7970,41.035615,-92.827682,19_135
19,137,Montgomery,Iowa,10740,41.008619,-95.167995,19_137
19,139,Muscatine,Iowa,42745,41.464065,-91.078997,19_139
19,141,O'Brien,Iowa,14398,43.126413,-95.690881,19_141
19,143,Osceola,Iowa,6462,43.386380,-95.680373,19_143
19,145,Page,Iowa,15932,40.747616,-95.188476,19_145
19,147,Palo Alto,Iowa,9421,43.099878,-94.690212,19_147
19,149,Plymouth,Iowa,24986,42.747907,-96.203431,19_149
19,151,Pocahontas,Iowa,7310,42.745402,-94.700868,19_151
19,153,Polk,Iowa,430640,41.623296,-93.641654,19_153
19,155,Pottawattamie,Iowa,93158,41.278533,-95.795150,19_155
19,157,Poweshiek,Iowa,18914,41.709953,-92.620663,19_157
19,159,Ringgold,Iowa,5131,40.733763,-94.238520,19_159
19,161,Sac,Iowa,10350,42.375805,-95.088801,19_161
19,163,Scott,Iowa,165224,41.563153,-90.567812,19_163
19,165,Shelby,Iowa,12167,41.665153,-95.320336,19_165
19,167,Sioux,Iowa,33704,43.079825,-96.167270,19_167
19,169,Story,Iowa,89542,42.026371,-93.601827,19_169
19,171,Tama,Iowa,17767,42.065599,-92.542587,19_171
19,173,Taylor,Iowa,6317,40.755364,-94.673438,19_173
19,175,Union,Iowa,12534,41.053083,-94.318925,19_175
19,177,Van Buren,Iowa,7570,40.745557,-91.939134,19_177
19,179,Wapello,Iowa,35625,41.016218,-92.418385,19_179
19,181,Warren,Iowa,46225,41.400885,-93.588243,19_181
19,183,Washington,Iowa,21704,41.361978,-91.695465,19_183
19,185,Wayne,Iowa,6403,40.740054,-93.312926,19_185
19,187,Webster,Iowa,38013,42.480374,-94.179066,19_187
19,189,Winnebago,Iowa,10866,43.342880,-93.667031,19_189
19,191,Winneshiek,Iowa,21056,43.281284,-91.814375,19_191
19,193,Woodbury,Iowa,102172,42.483225,-96.344174,19_193
19,195,Worth,Iowa,7598,43.366540,-93.252258,19_195
19,197,Wright,Iowa,13229,42.732195,-93.755488,19_197
20,1,Allen,Kansas,13371,37.896584,-95.367053,20_1
20,3,Anderson,Kansas,8102,38.250112,-95.264386,20_3
20,5,Atchison,Kansas,16924,39.555583,-95.181488,20_5
20,7,Barber,Kansas,4861,37.212182,-98.557384,20_7
20,9,Barton,Kansas,27674,38.394738,-98.757739,20_9
20,11,Bourbon,Kansas,15173,37.845557,-94.749443,20_11
20,13,Brown,Kansas,9984,39.801273,-95.550384,20_13
20,15,Butler,Kansas,65880,37.727135,-96.989771,20_15
20,17,Chase,Kansas,2790,38.358336,-96.559378,20_17
20,19,Chautauqua,Kansas,3669,37.111002,-96.231466,20_19
20,21,Cherokee,Kansas,21603,37.115229,-94.755079,20_21
20,23,Cheyenne,Kansas,2726,39.768136,-101.738994,20_23
20,25,Clark,Kansas,2215,37.290453,-99.873033,20_25
20,27,Clay,Kansas,8535,39.356195,-97.122570,20_27
20,29,Cloud,Kansas,9533,39.533950,-97.637247,20_29
20,31,Coffey,Kansas,8601,38.247657,-95.739982,20_31
20,33,Comanche,Kansas,1891,37.236270,-99.365215,20_33
20,35,Cowley,Kansas,36311,37.174285,-96.997786,20_35
20,37,Crawford,Kansas,39134,37.439934,-94.731394,20_37
20,39,Decatur,Kansas,2961,39.804329,-100.490859,20_39
20,41,Dickinson,Kansas,19754,38.881314,-97.149128,20_41
20,43,Doniphan,Kansas,7945,39.788642,-95.075010,20_43
20,45,Douglas,Kansas,110826,38.941783,-95.251337,20_45
20,47,Edwards,Kansas,3037,37.914412,-99.354911,20_47
20,49,Elk,Kansas,2882,37.421638,-96.236702,20_49
20,51,Ellis,Kansas,28452,38.881560,-99.329990,20_51
20,53,Ellsworth,Kansas,6497,38.721016,-98.262851,20_53
20,55,Finney,Kansas,36776,37.977330,-100.865820,20_55
20,57,Ford,Kansas,33848,37.751112,-99.994842,20_57
20,59,Franklin,Kansas,25992,38.602731,-95.260071,20_59
20,61,Geary,Kansas,34362,39.038650,-96.839250,20_61
20,63,Gove,Kansas,2695,39.047631,-100.374241,20_63
20,65,Graham,Kansas,2597,39.359746,-99.857852,20_65
20,67,Grant,Kansas,7829,37.580306,-101.349730,20_67
20,69,Gray,Kansas,6006,37.726577,-100.412964,20_69
20,71,Greeley,Kansas,1247,38.487089,-101.763211,20_71
20,73,Greenwood,Kansas,6689,37.857530,-96.226569,20_73
20,75,Hamilton,Kansas,2690,37.979185,-101.767660,20_75
20,77,Harper,Kansas,6034,37.215092,-98.051218,20_77
20,79,Harvey,Kansas,34684,38.047085,-97.385273,20_79
20,81,Haskell,Kansas,4256,37.500029,-100.894110,20_81
20,83,Hodgeman,Kansas,1916,38.083504,-99.867564,20_83
20,85,Jackson,Kansas,13462,39.400924,-95.751346,20_85
20,87,Jefferson,Kansas,19126,39.210891,-95.397856,20_87
20,89,Jewell,Kansas,3077,39.775457,-98.201227,20_89
20,91,Johnson,Kansas,544179,38.928049,-94.737132,20_91
20,93,Kearny,Kansas,3977,37.954211,-101.237967,20_93
20,95,Kingman,Kansas,7858,37.608437,-98.097712,20_95
20,97,Kiowa,Kansas,2553,37.598711,-99.257059,20_97
20,99,Labette,Kansas,21607,37.258236,-95.260544,20_99
20,101,Lane,Kansas,1750,38.503002,-100.487778,20_101
20,103,Leavenworth,Kansas,76227,39.238518,-94.959302,20_103
20,105,Lincoln,Kansas,3241,39.036065,-98.175271,20_105
20,107,Linn,Kansas,9656,38.237359,-94.801632,20_107
20,109,Logan,Kansas,2756,39.098288,-100.925261,20_109
20,111,Lyon,Kansas,33690,38.416154,-96.179779,20_111
20,113,McPherson,Kansas,29180,38.381163,-97.647603,20_113
20,115,Marion,Kansas,12660,38.326437,-97.124507,20_115
20,117,Marshall,Kansas,10117,39.800028,-96.573612,20_117
20,119,Meade,Kansas,4575,37.292089,-100.394216,20_119
20,121,Miami,Kansas,32787,38.590405,-94.836385,20_121
20,123,Mitchell,Kansas,6373,39.454968,-98.174198,20_123
20,125,Montgomery,Kansas,35471,37.139982,-95.695334,20_125
20,127,Morris,Kansas,5923,38.698154,-96.588826,20_127
20,129,Morton,Kansas,3233,37.047093,-101.838333,20_129
20,131,Nemaha,Kansas,10178,39.829915,-95.962628,20_131
20,133,Neosho,Kansas,16512,37.624963,-95.394820,20_133
20,135,Ness,Kansas,3107,38.492429,-99.898826,20_135
20,137,Norton,Kansas,5671,39.820601,-99.878289,20_137
20,139,Osage,Kansas,16295,38.698945,-95.711621,20_139
20,141,Osborne,Kansas,3858,39.424792,-98.707572,20_141
20,143,Ottawa,Kansas,6091,39.096434,-97.681833,20_143
20,145,Pawnee,Kansas,6973,38.178541,-99.147286,20_145
20,147,Phillips,Kansas,5642,39.757048,-99.349355,20_147
20,149,Pottawatomie,Kansas,21604,39.258473,-96.316121,20_149
20,151,Pratt,Kansas,9656,37.645065,-98.731177,20_151
20,153,Rawlins,Kansas,2519,39.807807,-101.053756,20_153
20,155,Reno,Kansas,64511,38.050915,-97.933041,20_155
20,157,Republic,Kansas,4980,39.818188,-97.659183,20_157
20,159,Rice,Kansas,10083,38.321963,-98.201028,20_159
20,161,Riley,Kansas,71115,39.189473,-96.633015,20_161
20,163,Rooks,Kansas,5181,39.314266,-99.316791,20_163
20,165,Rush,Kansas,3307,38.525797,-99.283593,20_165
20,167,Russell,Kansas,6970,38.904508,-98.824959,20_167
20,169,Saline,Kansas,55606,38.815777,-97.606733,20_169
20,171,Scott,Kansas,4936,38.482303,-100.913605,20_171
20,173,Sedgwick,Kansas,498365,37.678808,-97.344603,20_173
20,175,Seward,Kansas,22952,37.052196,-100.916100,20_175
20,177,Shawnee,Kansas,177934,39.035591,-95.705467,20_177
20,179,Sheridan,Kansas,2556,39.367910,-100.467964,20_179
20,181,Sherman,Kansas,6010,39.349294,-101.726283,20_181
20,183,Smith,Kansas,3853,39.770675,-98.809623,20_183
20,185,Stafford,Kansas,4437,38.006860,-98.736685,20_185
20,187,Stanton,Kansas,2235,37.566267,-101.756238,20_187
20,189,Stevens,Kansas,5724,37.190103,-101.322335,20_189
20,191,Sumner,Kansas,24132,37.304076,-97.406852,20_191
20,193,Thomas,Kansas,7900,39.384430,-101.046190,20_193
20,195,Trego,Kansas,3001,39.004452,-99.881979,20_195
20,197,Wabaunsee,Kansas,7053,38.984769,-96.177572,20_197
20,199,Wallace,Kansas,1485,38.888589,-101.765288,20_199
20,201,Washington,Kansas,5799,39.782029,-97.054087,20_201
20,203,Wichita,Kansas,2234,38.494297,-101.349386,20_203
20,205,Wilson,Kansas,9409,37.512574,-95.741217,20_205
20,207,Woodson,Kansas,3309,37.873300,-95.739522,20_207
20,209,Wyandotte,Kansas,157505,39.104143,-94.707937,20_209
21,1,Adair,Kentucky,18656,37.107756,-85.279096,21_1
21,3,Allen,Kentucky,19956,36.747908,-86.208056,21_3
21,5,Anderson,Kentucky,21421,38.028088,-84.923071,21_5
21,7,Ballard,Kentucky,8249,37.044210,-88.978860,21_7
21,9,Barren,Kentucky,42173,36.996774,-85.931813,21_9
21,11,Bath,Kentucky,11591,38.139441,-83.736560,21_11
21,13,Bell,Kentucky,28691,36.687928,-83.701396,21_13
21,15,Boone,Kentucky,118811,38.987100,-84.679715,21_15
21,17,Bourbon,Kentucky,19985,38.202978,-84.246611,21_17
21,19,Boyd,Kentucky,49542,38.431905,-82.666548,21_19
21,21,Boyle,Kentucky,28432,37.635777,-84.799493,21_21
21,23,Bracken,Kentucky,8488,38.702562,-84.070088,21_23
21,25,Breathitt,Kentucky,13878,37.520092,-83.377680,21_25
21,27,Breckinridge,Kentucky,20059,37.770382,-86.410471,21_27
21,29,Bullitt,Kentucky,74319,38.022943,-85.655385,21_29
21,31,Butler,Kentucky,12690,37.218921,-86.680574,21_31
21,33,Caldwell,Kentucky,12984,37.127446,-87.879220,21_33
21,35,Calloway,Kentucky,37191,36.620185,-88.305814,21_35
21,37,Campbell,Kentucky,90336,39.035049,-84.441410,21_37
21,39,Carlisle,Kentucky,5104,36.854337,-88.947880,21_39
21,41,Carroll,Kentucky,10811,38.668554,-85.139328,21_41
21,43,Carter,Kentucky,27720,38.313503,-83.038160,21_43
21,45,Casey,Kentucky,15955,37.303319,-84.924168,21_45
21,47,Christian,Kentucky,73955,36.810955,-87.478173,21_47
21,49,Clark,Kentucky,35613,37.986825,-84.182232,21_49
21,51,Clay,Kentucky,21730,37.169598,-83.746759,21_51
21,53,Clinton,Kentucky,10272,36.713992,-85.135223,21_53
21,55,Crittenden,Kentucky,9315,37.332496,-88.095078,21_55
21,57,Cumberland,Kentucky,6856,36.778888,-85.389079,21_57
21,59,Daviess,Kentucky,96656,37.747732,-87.094971,21_59
21,61,Edmonson,Kentucky,12161,37.196775,-86.255277,21_61
21,63,Elliott,Kentucky,7852,38.122128,-83.106515,21_63
21,65,Estill,Kentucky,14672,37.706277,-83.988899,21_65
21,67,Fayette,Kentucky,295803,38.020523,-84.496639,21_67
21,69,Fleming,Kentucky,14348,38.388567,-83.708286,21_69
21,71,Floyd,Kentucky,39451,37.552299,-82.738526,21_71
21,73,Franklin,Kentucky,49285,38.196045,-84.867592,21_73
21,75,Fulton,Kentucky,6813,36.538176,-89.035017,21_75
21,77,Gallatin,Kentucky,8589,38.764401,-84.842979,21_77
21,79,Garrard,Kentucky,16912,37.649333,-84.575557,21_79
21,81,Grant,Kentucky,24662,38.688104,-84.602069,21_81
21,83,Graves,Kentucky,37121,36.741213,-88.650362,21_83
21,85,Grayson,Kentucky,25746,37.469090,-86.306723,21_85
21,87,Green,Kentucky,11258,37.265597,-85.538944,21_87
21,89,Greenup,Kentucky,36910,38.555431,-82.812206,21_89
21,91,Hancock,Kentucky,8565,37.868017,-86.804762,21_91
21,93,Hardin,Kentucky,105543,37.746047,-85.917039,21_93
21,95,Harlan,Kentucky,29278,36.865625,-83.232825,21_95
21,97,Harrison,Kentucky,18846,38.415966,-84.314823,21_97
21,99,Hart,Kentucky,18199,37.278157,-85.885789,21_99
21,101,Henderson,Kentucky,46250,37.818482,-87.564405,21_101
21,103,Henry,Kentucky,15416,38.431904,-85.179495,21_103
21,105,Hickman,Kentucky,4902,36.666725,-88.959953,21_105
21,107,Hopkins,Kentucky,46920,37.305866,-87.523154,21_107
21,109,Jackson,Kentucky,13494,37.402802,-83.993680,21_109
21,111,Jefferson,Kentucky,741096,38.201775,-85.691832,21_111
21,113,Jessamine,Kentucky,48586,37.884455,-84.587046,21_113
21,115,Johnson,Kentucky,23356,37.829598,-82.813992,21_115
21,117,Kenton,Kentucky,159720,39.013190,-84.548581,21_117
21,119,Knott,Kentucky,16346,37.327590,-82.940555,21_119
21,121,Knox,Kentucky,31883,36.901584,-83.915231,21_121
21,123,Larue,Kentucky,14193,37.544796,-85.723408,21_123
21,125,Laurel,Kentucky,58849,37.091397,-84.087834,21_125
21,127,Lawrence,Kentucky,15860,38.078995,-82.681643,21_127
21,129,Lee,Kentucky,7887,37.591773,-83.701692,21_129
21,131,Leslie,Kentucky,11310,37.115255,-83.376350,21_131
21,133,Letcher,Kentucky,24519,37.145830,-82.807173,21_133
21,135,Lewis,Kentucky,13870,38.562531,-83.347091,21_135
21,137,Lincoln,Kentucky,24742,37.473121,-84.669872,21_137
21,139,Livingston,Kentucky,9519,37.135813,-88.350899,21_139
21,141,Logan,Kentucky,26835,36.859490,-86.865922,21_141
21,143,Lyon,Kentucky,8314,37.060704,-88.079778,21_143
21,145,McCracken,Kentucky,65565,37.048079,-88.648273,21_145
21,147,McCreary,Kentucky,18306,36.715761,-84.446083,21_147
21,149,McLean,Kentucky,9531,37.513232,-87.219315,21_149
21,151,Madison,Kentucky,82916,37.706160,-84.287451,21_151
21,153,Magoffin,Kentucky,13333,37.729816,-83.056234,21_153
21,155,Marion,Kentucky,19820,37.569587,-85.287195,21_155
21,157,Marshall,Kentucky,31448,36.898302,-88.339329,21_157
21,159,Martin,Kentucky,12929,37.830545,-82.516920,21_159
21,161,Mason,Kentucky,17490,38.616398,-83.788535,21_161
21,163,Meade,Kentucky,28602,37.934298,-86.132811,21_163
21,165,Menifee,Kentucky,6306,37.939449,-83.598399,21_165
21,167,Mercer,Kentucky,21331,37.785009,-84.849691,21_167
21,169,Metcalfe,Kentucky,10099,36.990816,-85.641586,21_169
21,171,Monroe,Kentucky,10963,36.708328,-85.729921,21_171
21,173,Montgomery,Kentucky,26499,38.035773,-83.917436,21_173
21,175,Morgan,Kentucky,13923,37.912740,-83.266566,21_175
21,177,Muhlenberg,Kentucky,31499,37.238090,-87.147040,21_177
21,179,Nelson,Kentucky,43437,37.818018,-85.460371,21_179
21,181,Nicholas,Kentucky,7135,38.327655,-84.023779,21_181
21,183,Ohio,Kentucky,23842,37.465058,-86.864293,21_183
21,185,Oldham,Kentucky,60316,38.372848,-85.459538,21_185
21,187,Owen,Kentucky,10841,38.531935,-84.831925,21_187
21,189,Owsley,Kentucky,4755,37.452097,-83.684099,21_189
21,191,Pendleton,Kentucky,14877,38.715798,-84.359742,21_191
21,193,Perry,Kentucky,28712,37.257625,-83.201060,21_193
21,195,Pike,Kentucky,65024,37.463505,-82.420659,21_195
21,197,Powell,Kentucky,12613,37.852293,-83.881130,21_197
21,199,Pulaski,Kentucky,63063,37.092819,-84.614645,21_199
21,201,Robertson,Kentucky,2282,38.520826,-84.048848,21_201
21,203,Rockcastle,Kentucky,17056,37.381612,-84.348396,21_203
21,205,Rowan,Kentucky,23333,38.194616,-83.442318,21_205
21,207,Russell,Kentucky,17565,37.029336,-85.059320,21_207
21,209,Scott,Kentucky,47173,38.231691,-84.570575,21_209
21,211,Shelby,Kentucky,42074,38.213513,-85.230241,21_211
21,213,Simpson,Kentucky,17327,36.733285,-86.572109,21_213
21,215,Spencer,Kentucky,17061,38.059721,-85.350915,21_215
21,217,Taylor,Kentucky,24512,37.350402,-85.343425,21_217
21,219,Todd,Kentucky,12460,36.811760,-87.171454,21_219
21,221,Trigg,Kentucky,14339,36.847047,-87.836202,21_221
21,223,Trimble,Kentucky,8809,38.620698,-85.332526,21_223
21,225,Union,Kentucky,15007,37.653315,-87.926958,21_225
21,227,Warren,Kentucky,113792,36.970396,-86.434563,21_227
21,229,Washington,Kentucky,11717,37.738655,-85.190875,21_229
21,231,Wayne,Kentucky,20813,36.837888,-84.844614,21_231
21,233,Webster,Kentucky,13621,37.499711,-87.687044,21_233
21,235,Whitley,Kentucky,35637,36.809692,-84.140995,21_235
21,237,Wolfe,Kentucky,7355,37.740622,-83.510902,21_237
21,239,Woodford,Kentucky,24939,38.050068,-84.727271,21_239
22,1,Acadia,Louisiana,61773,30.278555,-92.351799,22_1
22,3,Allen,Louisiana,25764,30.669387,-92.774458,22_3
22,5,Ascension,Louisiana,107215,30.248525,-90.934028,22_5
22,7,Assumption,Louisiana,23421,29.922957,-91.066450,22_7
22,9,Avoyelles,Louisiana,42073,31.053586,-92.062566,22_9
22,11,Beauregard,Louisiana,35654,30.733885,-93.287136,22_11
22,13,Bienville,Louisiana,14353,32.388898,-93.080261,22_13
22,15,Bossier,Louisiana,116979,32.555697,-93.656675,22_15
22,17,Caddo,Louisiana,254969,32.472074,-93.800831,22_17
22,19,Calcasieu,Louisiana,192768,30.227531,-93.261485,22_19
22,21,Caldwell,Louisiana,10132,32.078215,-92.103757,22_21
22,23,Cameron,Louisiana,6839,29.956693,-93.212142,22_23
22,25,Catahoula,Louisiana,10407,31.696936,-91.824471,22_25
22,27,Claiborne,Louisiana,17195,32.833682,-93.033060,22_27
22,29,Concordia,Louisiana,20822,31.592783,-91.545991,22_29
22,31,De Soto,Louisiana,26656,32.104980,-93.776734,22_31
22,33,East Baton Rouge,Louisiana,440171,30.462492,-91.100943,22_33
22,35,East Carroll,Louisiana,7759,32.770972,-91.195160,22_35
22,37,East Feliciana,Louisiana,20267,30.826843,-91.089224,22_37
22,39,Evangeline,Louisiana,33984,30.685722,-92.362231,22_39
22,41,Franklin,Louisiana,20767,32.143813,-91.696268,22_41
22,43,Grant,Louisiana,22309,31.534149,-92.542816,22_43
22,45,Iberia,Louisiana,73240,29.994199,-91.810231,22_45
22,47,Iberville,Louisiana,33387,30.272099,-91.234302,22_47
22,49,Jackson,Louisiana,16274,32.280659,-92.646015,22_49
22,51,Jefferson,Louisiana,432552,29.945261,-90.153175,22_51
22,53,Jefferson Davis,Louisiana,31594,30.240194,-92.738028,22_53
22,55,Lafayette,Louisiana,221578,30.205215,-92.043759,22_55
22,57,Lafourche,Louisiana,96318,29.679993,-90.615099,22_57
22,59,La Salle,Louisiana,14890,31.730558,-92.172553,22_59
22,61,Lincoln,Louisiana,46735,32.549258,-92.647930,22_61
22,63,Livingston,Louisiana,128026,30.483388,-90.840765,22_63
22,65,Madison,Louisiana,12093,32.397648,-91.196834,22_65
22,67,Morehouse,Louisiana,27979,32.786393,-91.886161,22_67
22,69,Natchitoches,Louisiana,39566,31.759482,-93.097361,22_69
22,71,Orleans,Louisiana,343829,29.972699,-90.052840,22_71
22,73,Ouachita,Louisiana,153720,32.514346,-92.129634,22_73
22,75,Plaquemines,Louisiana,23042,29.721760,-89.900760,22_75
22,77,Pointe Coupee,Louisiana,22802,30.671070,-91.500060,22_77
22,79,Rapides,Louisiana,131613,31.284580,-92.457473,22_79
22,81,Red River,Louisiana,9091,32.054629,-93.307602,22_81
22,83,Richland,Louisiana,20725,32.441085,-91.714756,22_83
22,85,Sabine,Louisiana,24233,31.581882,-93.566643,22_85
22,87,St. Bernard,Louisiana,35897,29.928239,-89.934425,22_87
22,89,St. Charles,Louisiana,52780,29.939397,-90.376773,22_89
22,91,St. Helena,Louisiana,11203,30.788338,-90.693879,22_91
22,93,St. James,Louisiana,22102,30.020769,-90.737207,22_93
22,95,St. John the Baptist,Louisiana,45924,30.071497,-90.513417,22_95
22,97,St. Landry,Louisiana,83384,30.514029,-92.111314,22_97
22,99,St. Martin,Louisiana,52160,30.229052,-91.835169,22_99
22,101,St. Mary,Louisiana,54650,29.740593,-91.344782,22_101
22,103,St. Tammany,Louisiana,233740,30.383308,-89.948329,22_103
22,105,Tangipahoa,Louisiana,121097,30.571611,-90.455513,22_105
22,107,Tensas,Louisiana,5252,31.964792,-91.297084,22_107
22,109,Terrebonne,Louisiana,111860,29.592812,-90.722239,22_109
22,111,Union,Louisiana,22721,32.794504,-92.404307,22_111
22,113,Vermilion,Louisiana,57999,29.993689,-92.165923,22_113
22,115,Vernon,Louisiana,52334,31.094949,-93.245823,22_115
22,117,Washington,Louisiana,47168,30.835918,-89.996174,22_117
22,119,Webster,Louisiana,41207,32.700100,-93.340925,22_119
22,121,West Baton Rouge,Louisiana,23788,30.443957,-91.264463,22_121
22,123,West Carroll,Louisiana,11604,32.816551,-91.431802,22_123
22,125,West Feliciana,Louisiana,15625,30.893607,-91.404737,22_125
22,127,Winn,Louisiana,15313,31.929892,-92.676588,22_127
23,1,Androscoggin,Maine,107702,44.119069,-70.201312,23_1
23,3,Aroostook,Maine,71870,46.705048,-68.086628,23_3
23,5,Cumberland,Maine,281674,43.748088,-70.305589,23_5
23,7,Franklin,Maine,30768,44.707490,-70.225634,23_7
23,9,Hancock,Maine,54418,44.471475,-68.467743,23_9
23,11,Kennebec,Maine,122151,44.396102,-69.749178,23_11
23,13,Knox,Maine,39736,44.129786,-69.162849,23_13
23,15,Lincoln,Maine,34457,44.032332,-69.555057,23_15
23,17,Oxford,Maine,57833,44.282370,-70.613360,23_17
23,19,Penobscot,Maine,153923,44.953036,-68.794230,23_19
23,21,Piscataquis,Maine,17535,45.242097,-69.263375,23_21
23,23,Sagadahoc,Maine,35293,43.956202,-69.869704,23_23
23,25,Somerset,Maine,52228,44.821921,-69.685757,23_25
23,27,Waldo,Maine,38786,44.491137,-69.086553,23_27
23,29,Washington,Maine,32856,44.863591,-67.464919,23_29
23,31,York,Maine,197131,43.424108,-70.640561,23_31
24,1,Allegany,Maryland,75087,39.629197,-78.822261,24_1
24,3,Anne Arundel,Maryland,537656,39.067301,-76.598917,24_3
24,5,Baltimore,Maryland,805029,39.369252,-76.620366,24_5
24,9,Calvert,Maryland,88737,38.548518,-76.542042,24_9
24,11,Caroline,Maryland,33066,38.874331,-75.831491,24_11
24,13,Carroll,Maryland,167134,39.527218,-76.993100,24_13
24,15,Cecil,Maryland,101108,39.613824,-75.936585,24_15
24,17,Charles,Maryland,146551,38.578559,-76.953006,24_17
24,19,Dorchester,Maryland,32618,38.570623,-76.009758,24_19
24,21,Frederick,Maryland,233385,39.432254,-77.400231,24_21
24,23,Garrett,Maryland,30097,39.512187,-79.303138,24_23
24,25,Harford,Maryland,244826,39.521376,-76.310879,24_25
24,27,Howard,Maryland,287085,39.219271,-76.856729,24_27
24,29,Kent,Maryland,20197,39.245060,-76.058525,24_29
24,31,Montgomery,Maryland,971777,39.086185,-77.122862,24_31
24,33,Prince George's,Maryland,863420,38.908576,-76.889947,24_33
24,35,Queen Anne's,Maryland,47798,39.022436,-76.148099,24_35
24,37,St. Mary's,Maryland,105151,38.307326,-76.578864,24_37
24,39,Somerset,Maryland,26470,38.132883,-75.743445,24_39
24,41,Talbot,Maryland,37782,38.769665,-76.098126,24_41
24,43,Washington,Maryland,147430,39.617574,-77.731386,24_43
24,45,Wicomico,Maryland,98733,38.371571,-75.595082,24_45
24,47,Worcester,Maryland,51454,38.301936,-75.238169,24_47
24,510,Baltimore,Maryland,620961,39.314892,-76.619614,24_510
25,1,Barnstable,Massachusetts,215888,41.690216,-70.333968,25_1
25,3,Berkshire,Massachusetts,131219,42.460781,-73.216577,25_3
25,5,Bristol,Massachusetts,548285,41.793219,-71.108301,25_5
25,7,Dukes,Massachusetts,16535,41.421286,-70.602745,25_7
25,9,Essex,Massachusetts,743159,42.624790,-70.987816,25_9
25,11,Franklin,Massachusetts,71372,42.578289,-72.558703,25_11
25,13,Hampden,Massachusetts,463490,42.125927,-72.575325,25_13
25,15,Hampshire,Massachusetts,158080,42.312537,-72.573322,25_15
25,17,Middlesex,Massachusetts,1503085,42.448546,-71.255223,25_17
25,19,Nantucket,Massachusetts,10172,41.267912,-70.091120,25_19
25,21,Norfolk,Massachusetts,670850,42.202695,-71.147560,25_21
25,23,Plymouth,Massachusetts,494919,42.023962,-70.853689,25_23
25,25,Suffolk,Massachusetts,722023,42.334806,-71.078632,25_25
25,27,Worcester,Massachusetts,798552,42.303704,-71.805321,25_27
26,1,Alcona,Michigan,10942,44.665115,-83.467594,26_1
26,3,Alger,Michigan,9601,46.388671,-86.700410,26_3
26,5,Allegan,Michigan,111408,42.603137,-85.874288,26_5
26,7,Alpena,Michigan,29598,45.050953,-83.504463,26_7
26,9,Antrim,Michigan,23580,44.978647,-85.198692,26_9
26,11,Arenac,Michigan,15899,44.044496,-83.882730,26_11
26,13,Baraga,Michigan,8860,46.765021,-88.454260,26_13
26,15,Barry,Michigan,59173,42.614153,-85.341744,26_15
26,17,Bay,Michigan,107771,43.630574,-83.928385,26_17
26,19,Benzie,Michigan,17525,44.650382,-86.016123,26_19
26,21,Berrien,Michigan,156813,41.987514,-86.407539,26_21
26,23,Branch,Michigan,45248,41.929764,-85.031761,26_23
26,25,Calhoun,Michigan,136146,42.289509,-85.101835,26_25
26,27,Cass,Michigan,52293,41.891974,-86.040589,26_27
26,29,Charlevoix,Michigan,25949,45.247029,-85.115158,26_29
26,31,Cheboygan,Michigan,26152,45.512741,-84.518691,26_31
26,33,Chippewa,Michigan,38520,46.367641,-84.395364,26_33
26,35,Clare,Michigan,30926,43.945731,-84.826409,26_35
26,37,Clinton,Michigan,75382,42.891278,-84.555030,26_37
26,39,Crawford,Michigan,14074,44.655061,-84.666533,26_39
26,41,Delta,Michigan,37069,45.802381,-87.066378,26_41
26,43,Dickinson,Michigan,26168,45.833651,-88.013810,26_43
26,45,Eaton,Michigan,107759,42.643870,-84.740485,26_45
26,47,Emmet,Michigan,32694,45.433951,-84.908934,26_47
